Intel® Xeon® Processor E5 Family,Server,E5-4640,End of Life,Q2'12,32 nm,$2725.00 - $2730.00,8,16,2.40 GHz,2.80 GHz,20 MB SmartCache,8 GT/s QPI,95 W,No,,384 GB,DDR3 800/1066/1333/1600,4,51.2 GB/s,Yes,,,,,,,,,,,,3,,40,,Yes,Yes,Yes,64-bit,AVX,Yes,Yes,,Yes,Intel Xeon E5-4640 @ 2.40GHz,"$2,730.00*","$2,730.00 ",7360,2.7,1326,0.49,95,77.47,12-Aug,LGA2011,Server,12-Aug,8/1/2012
Intel® Xeon® Processor E5 v3 Family,Server,E5-4640V3,Launched,Q2'15,22 nm,"$2,859.00 ",12,24,1.90 GHz,2.60 GHz,30 MB,8 GT/s QPI,105 W,No,Yes,768 GB,DDR4 ,4,68 GB/s,Yes,,,,,,,,,,,,3,"x4, x8, x16",40,77.6°C,Yes,Yes,Yes,64-bit,AVX 2.0,Yes,Yes,Yes,Yes,Intel Xeon E5-4640 v3 @ 1.90GHz,NA,0,9752,NA,1472,NA,105,92.87,17-Jun,FCLGA2011-3,Server,17-Jun,6/1/2017
Intel® Xeon® Processor E5 v3 Family,Embedded,E5-4648V3,Launched,Q2'15,22 nm,"$2,405.00 ",12,24,1.70 GHz,2.20 GHz,30 MB,8 GT/s QPI,105 W,Yes,Yes,768 GB,DDR4,4,68 GB/s,Yes,,,,,,,,,,,,3,"x4, x8, x16",40,87°C,Yes,,Yes,64-bit,AVX 2.0,Yes,Yes,Yes,Yes,Intel Xeon E5-4648 v3 @ 1.70GHz,NA,0,8519,NA,1281,NA,105,81.13,17-Jun,FCLGA2011-3,Server,17-Jun,6/1/2017
Intel® Xeon® Processor E5 Family,Server,E5-4650,End of Life,Q2'12,32 nm,$3616.00 - $3620.00,8,16,2.70 GHz,3.30 GHz,20 MB SmartCache,8 GT/s QPI,130 W,No,,384 GB,DDR3 800/1066/1333/1600,4,51.2 GB/s,Yes,,,,,,,,,,,,3,,40,,Yes,Yes,Yes,64-bit,AVX,Yes,Yes,,Yes,Intel Xeon E5-4650 @ 2.70GHz,$69.99*,$69.99 ,7825,111.8,1516,21.66,130,60.19,12-Jul,LGA2011,Server,12-Jul,7/1/2012
Intel® Xeon® Processor E5 v3 Family,Server,E5-4655V3,Launched,Q2'15,22 nm,"$4,616.00 ",6,12,2.90 GHz,3.20 GHz,30 MB,9.6 GT/s QPI,135 W,No,Yes,768 GB,DDR4,4,68 GB/s,Yes,,,,,,,,,,,,3,"x4, x8, x16",40,84.4°C,Yes,Yes,Yes,64-bit,AVX 2.0,Yes,Yes,Yes,Yes,Intel Xeon E5-4655 v3 @ 2.90GHz,"$4,616.00*","$4,616.00 ",9077,1.97,1792,0.39,135,67.24,18-Apr,FCLGA2011-3,Server,18-Apr,4/1/2018
Intel® Xeon® Processor E5 v2 Family,Server,E5-4657LV2,Launched,Q1'14,22 nm,"$4,394.00 ",12,24,2.40 GHz,2.90 GHz,30 MB SmartCache,8 GT/s QPI,115 W,No,Yes,768 GB,DDR3 800/1066/1333/1600/1866,4,59.7 GB/s,Yes,,,,,,,,,,,,3,"x4, x8, x16",40,81°C,Yes,Yes,Yes,64-bit,AVX,Yes,Yes,Yes,Yes,Intel Xeon E5-4657L v2 @ 2.40GHz,"$1,399.00*","$1,399.00 ",11909,8.51,1458,1.04,115,103.56,15-Jan,FCLGA2011,Server,15-Jan,1/1/2015
Intel® Xeon® Processor E5 v3 Family,Server,E5-4660V3,Launched,Q2'15,22 nm,"$4,727.00 ",14,28,2.10 GHz,2.90 GHz,35 MB,9.6 GT/s QPI,120 W,No,Yes,768 GB,DDR4,4,68 GB/s,Yes,,,,,,,,,,,,3,"x4, x8, x16",40,82.5°C,Yes,Yes,Yes,64-bit,AVX 2.0,Yes,Yes,Yes,Yes,Intel Xeon E5-4660 v3 @ 2.10GHz,"$4,800.00*","$4,800.00 ",12402,2.58,1622,0.34,120,103.35,17-May,FCLGA2011-3,Server,17-May,5/1/2017
Intel® Xeon® Processor E5 v3 Family,Server,E5-4667V3,Launched,Q2'15,22 nm,"$5,729.00 ",16,32,2.00 GHz,2.90 GHz,40 MB,9.6 GT/s QPI,135 W,No,Yes,768 GB,DDR4 ,4,68 GB/s,Yes,,,,,,,,,,,,3,"x4, x8, x16",40,87.6°C,Yes,Yes,Yes,64-bit,AVX 2.0,Yes,Yes,Yes,Yes,Intel Xeon E5-4667 v3 @ 2.00GHz,"$5,729.00*","$5,729.00 ",14548,2.54,1356,0.24,135,107.76,18-Jan,FCLGA2011-3,Server,18-Jan,1/1/2018
Intel® Xeon® Processor E5 v3 Family,Server,E5-4669V3,Launched,Q2'15,22 nm,"$7,007.00 ",18,36,2.10 GHz,2.90 GHz,45 MB,9.6 GT/s QPI,135 W,No,Yes,768 GB,DDR4,4,68 GB/s,Yes,,,,,,,,,,,,3,"x4, x8, x16",40,87.6°C,Yes,Yes,Yes,64-bit,AVX 2.0,Yes,Yes,Yes,Yes,Intel Xeon E5-4669 v3 @ 2.10GHz,"$5,400.00*","$5,400.00 ",15058,2.79,1623,0.3,135,111.54,15-Dec,FCLGA2011-3,Server,15-Dec,12/1/2015
Intel® Xeon® Processor E5 v4 Family,Server,E5-4669V4,Launched,Q2'16,14 nm,"$7,007.00 ",22,44,2.20 GHz,3.00 GHz,55 MB,9.6 GT/s QPI,135 W,No,Yes,1.54 TB,DDR4,4,68 GB/s,Yes,,,,,,,,,,,,3,"x4, x8, x16",40,90,Yes,Yes,Yes,64-bit,AVX 2.0,Yes,Yes,Yes,Yes,Intel Xeon E5-4669 v4 @ 2.20GHz,NA,0,10742,NA,1378,NA,135,79.57,17-Apr,FCLGA2011-3,Server,17-Apr,4/1/2017
Legacy Intel® Xeon® Processors,Server,E5205,End of Life,Q4'07,45 nm,N/A,2,,1.86 GHz,,6 MB L2,1066 MHz FSB,65 W,No,,,,,,,,,,,,,,,,,,,,,66°C,No,Yes,Yes,64-bit,,Yes,,,Yes,Intel Xeon E5205 @ 1.86GHz,$14.27*,$14.27 ,808,56.6,767,53.77,65,12.43,12-Jan,LGA771,Server,12-Jan,1/1/2012
Legacy Intel® Xeon® Processors,Embedded,E5240,Launched,Q1'08,45 nm,$649.00 ,2,,3.00 GHz,,6 MB L2,1333 MHz FSB,65 W,Yes,Yes,,,,,,,,,,,,,,,,,,,,66°C,No,Yes,Yes,64-bit,,No,,,Yes,Intel Xeon E5240 @ 3.00GHz,$88.78*,$88.78 ,1396,15.72,1277,14.38,65,21.47,9-Nov,LGA771,Server,9-Nov,11/1/2009
Legacy Intel® Xeon® Processors,Server,E5310,End of Life,Q4'06,65 nm,N/A,4,,1.60 GHz,,8 MB L2,1066 MHz FSB,80 W,No,,,,,,No,,,,,,,,,,,,,,,66°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes,Intel Xeon E5310 @ 1.60GHz,$49.00*,$49.00 ,1341,27.37,642,13.11,80,16.76,9-Mar,LGA771,Server,9-Mar,3/1/2009
Legacy Intel® Xeon® Processors,Server,E5320,End of Life,Q4'06,65 nm,N/A,4,,1.86 GHz,,8 MB L2,1066 MHz FSB,80 W,No,,,,,,No,,,,,,,,,,,,,,,66°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes,Intel Xeon E5320 @ 1.86GHz,$38.75*,$38.75 ,1398,36.08,762,19.66,80,17.48,9-Mar,LGA771,Server,9-Mar,3/1/2009
Legacy Intel® Xeon® Processors,Server,E5335,End of Life,Q1'07,65 nm,N/A,4,,2.00 GHz,,8 MB L2,1333 MHz FSB,80 W,Yes,,,,,,,,,,,,,,,,,,,,,66°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes,Intel Xeon E5335 @ 2.00GHz,$17.77*,$17.77 ,1544,86.9,810,45.59,80,19.3,9-Apr,LGA771,Server,9-Apr,4/1/2009
Legacy Intel® Xeon® Processors,Server,E5345,Launched,Q1'07,65 nm,N/A,4,,2.33 GHz,,8 MB L2,1333 MHz FSB,80 W,Yes,,,,,,No,,,,,,,,,,,,,,,66°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes,Intel Xeon E5345 @ 2.33GHz,$39.99*,$39.99 ,1748,43.72,935,23.37,80,21.85,8-Nov,LGA771,Server,8-Nov,11/1/2008
Legacy Intel® Xeon® Processors,Server,E5405,End of Life,Q4'07,45 nm,$231.00 ,4,,2.00 GHz,,12 MB L2,1333 MHz FSB,80 W,No,,,,,,,,,,,,,,,,,,,,,67°C,No,Yes,Yes,64-bit,,No,Yes,,Yes,Intel Xeon E5405 @ 2.00GHz,$39.95*,$39.95 ,1595,39.92,864,21.62,80,19.94,9-Feb,LGA771,Server,9-Feb,2/1/2009
Legacy Intel® Xeon® Processors,Server,E5410,End of Life,Q4'07,45 nm,$284.00 ,4,,2.33 GHz,,12 MB L2,1333 MHz FSB,80 W,No,,,,,,,,,,,,,,,,,,,,,67°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes,Intel Xeon E5410 @ 2.33GHz,$208.95*,$208.95 ,1771,8.47,992,4.75,80,22.13,9-Mar,LGA771,Server,9-Mar,3/1/2009
Legacy Intel® Xeon® Processors,Server,E5420,End of Life,Q4'07,45 nm,$347.00 ,4,,2.50 GHz,,12 MB L2,1333 MHz FSB,80 W,No,,,,,,,,,,,,,,,,,,,,,67°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes,Intel Xeon E5420 @ 2.50GHz,$24.99*,$24.99 ,1899,75.98,1059,42.37,80,23.73,9-Feb,LGA771,Server,9-Feb,2/1/2009
Legacy Intel® Xeon® Processors,Server,E5430,End of Life,Q4'07,45 nm,$491.00 ,4,,2.66 GHz,,12 MB L2,1333 MHz FSB,80 W,No,,,,,,,,,,,,,,,,,,,,,67°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes,Intel Xeon E5430 @ 2.66GHz,$154.95*,$154.95 ,2217,14.31,1162,7.5,80,27.71,9-Feb,LGA771,Server,9-Feb,2/1/2009
Legacy Intel® Xeon® Processors,Server,E5440,Launched,Q1'08,45 nm,$703.00 - $735.00,4,,2.83 GHz,,12 MB L2,1333 MHz FSB,80 W,Yes,Yes,,,,,,,,,,,,,,,,,,,,67°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes,Intel Xeon E5440 @ 2.83GHz,$37.99*,$37.99 ,2232,58.75,1220,32.12,80,27.9,9-Feb,LGA771,Server,9-Feb,2/1/2009
Legacy Intel® Xeon® Processors,Server,E5450,End of Life,Q4'07,45 nm,$969.00 ,4,,3.00 GHz,,12 MB L2,1333 MHz FSB,80 W,No,,,,,,,,,,,,,,,,,,,,,67°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes,Intel Xeon E5450 @ 3.00GHz,$298.94*,$298.94 ,2476,8.28,1295,4.33,80,30.95,9-Apr,LGA771,Server,9-Apr,4/1/2009
Legacy Intel® Xeon® Processors,Server,E5462,End of Life,Q4'07,45 nm,N/A,4,,2.80 GHz,,12 MB L2,1600 MHz FSB,80 W,No,,,,,,,,,,,,,,,,,,,,,67°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes,Intel Xeon E5462 @ 2.80GHz,$27.30*,$27.30 ,2115,77.48,1152,42.18,80,26.44,9-Feb,LGA771,Server,9-Feb,2/1/2009
Legacy Intel® Xeon® Processors,Server,E5472,End of Life,Q4'07,45 nm,N/A,4,,3.00 GHz,,12 MB L2,1600 MHz FSB,80 W,No,,,,,,,,,,,,,,,,,,,,,67°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes,Intel Xeon E5472 @ 3.00GHz,$20.04*,$20.04 ,2351,117.31,1264,63.09,80,29.39,9-Mar,LGA771,Server,9-Mar,3/1/2009
Legacy Intel® Xeon® Processors,Server,E5502,Launched,Q1'09,45 nm,N/A,2,2,1.86 GHz,,4 MB SmartCache,4.8 GT/s QPI,80 W,No,,144 GB,DDR3 800,3,19.2 GB/s,Yes,,,,,,,,,,,,,,,76°C,No,Yes,Yes,64-bit,,Yes,,,Yes,Intel Xeon E5502 @ 1.87GHz,$95.00*,$95.00 ,853,8.97,818,8.61,80,10.66,9-Jun,LGA1366,Server,9-Jun,6/1/2009
Legacy Intel® Xeon® Processors,Server,E5503,Launched,Q1'10,45 nm,N/A,2,2,2.00 GHz,,4 MB SmartCache,4.8 GT/s QPI,80 W,No,,144 GB,DDR3 800,3,19.2 GB/s,Yes,,,,,,,,,,,,,,,76°C,No,Yes,Yes,64-bit,,Yes,No,,Yes,Intel Xeon E5503 @ 2.00GHz,$287.01*,$287.01 ,819,2.85,866,3.02,80,10.24,10-Jun,LGA1366,Server,10-Jun,6/1/2010
Legacy Intel® Xeon® Processors,Server,E5504,Launched,Q1'09,45 nm,$221.00 ,4,4,2.00 GHz,,4 MB SmartCache,4.8 GT/s QPI,80 W,Yes,,144 GB,DDR3 800,3,19.2 GB/s,Yes,,,,,,,,,,,,,,,76°C,No,Yes,Yes,64-bit,,Yes,,,Yes,Intel Xeon E5504 @ 2.00GHz,$59.95*,$59.95 ,1557,25.97,859,14.33,80,19.46,9-Apr,LGA1366,Server,9-Apr,4/1/2009
Legacy Intel® Xeon® Processors,Server,E5506,Launched,Q1'09,45 nm,N/A,4,4,2.13 GHz,,4 MB SmartCache,4.8 GT/s QPI,80 W,No,,144 GB,DDR3 800,3,19.2 GB/s,Yes,,,,,,,,,,,,,,,76°C,No,Yes,Yes,64-bit,,Yes,,,Yes,Intel Xeon E5506 @ 2.13GHz,53.01,53,1899,35.82,953,17.98,80,23.74,9-Apr,LGA1366,Server,9-Apr,4/1/2009
Legacy Intel® Xeon® Processors,Server,E5507,Launched,Q1'10,45 nm,N/A,4,4,2.26 GHz,,4 MB SmartCache,4.8 GT/s QPI,80 W,No,,144 GB,DDR3 800,3,19.2 GB/s,Yes,,,,,,,,,,,,,,,76°C,No,Yes,Yes,64-bit,,Yes,,,Yes,Intel Xeon E5507 @ 2.27GHz,$456.91*,$456.91 ,1944,4.26,1010,2.21,80,24.31,10-Jun,LGA1366,Server,10-Jun,6/1/2010
Legacy Intel® Xeon® Processors,Server,E5520,Launched,Q1'09,45 nm,N/A,4,8,2.26 GHz,2.53 GHz,8 MB SmartCache,5.86 GT/s QPI,80 W,No,,144 GB,DDR3 800/1066 ,3,25.6 GB/s,Yes,,,,,,,,,,,,,,,72°C,Yes,Yes,Yes,64-bit,,Yes,,,Yes,Intel Xeon E5520 @ 2.27GHz,$19.99*,$19.99 ,2486,124.36,1086,54.35,80,31.07,9-Mar,LGA1366,Server,9-Mar,3/1/2009
Legacy Intel® Xeon® Processors,Server,E5530,Launched,Q1'09,45 nm,N/A,4,8,2.40 GHz,2.66 GHz,8 MB SmartCache,5.86 GT/s QPI,80 W,No,,144 GB,DDR3 800/1066 ,3,25.6 GB/s,Yes,,,,,,,,,,,,,,,76°C,Yes,Yes,Yes,64-bit,,Yes,,,Yes,Intel Xeon E5530 @ 2.40GHz,$15.80*,$15.80 ,2634,166.68,1142,72.3,80,32.92,9-Apr,LGA1366,Server,9-Apr,4/1/2009
Legacy Intel® Xeon® Processors,Server,E5540,Launched,Q1'09,45 nm,$940.00 ,4,8,2.53 GHz,2.80 GHz,8 MB SmartCache,5.86 GT/s QPI,80 W,Yes,,144 GB,DDR3 800/1066 ,3,25.6 GB/s,Yes,,,,,,,,,,,,,,,76°C,Yes,Yes,Yes,64-bit,,Yes,,,Yes,Intel Xeon E5540 @ 2.53GHz,$49.03*,$49.03 ,2633,53.71,1157,23.59,80,32.92,9-Jul,LGA1366,Server,9-Jul,7/1/2009
Legacy Intel® Xeon® Processors,Server,E5603,End of Life,Q1'11,32 nm,$188.00 - $195.00,4,4,1.60 GHz,,4 MB SmartCache,4.8 GT/s QPI,80 W,No,,288 GB,DDR3 800/1066 ,3,25.6 GB/s,Yes,,,,,,,,,,,,,,,,No,Yes,Yes,64-bit,SSE4.2,Yes,No,,Yes,Intel Xeon E5603 @ 1.60GHz,$129.04*,$129.04 ,1948,15.1,706,5.47,80,24.35,11-Jun,LGA1366,Server,11-Jun,6/1/2011
Legacy Intel® Xeon® Processors,Server,E5606,End of Life,Q1'11,32 nm,$219.00 - $227.00,4,4,2.13 GHz,,8 MB SmartCache,4.8 GT/s QPI,80 W,No,,288 GB,DDR3 800/1066 ,3,25.6 GB/s,Yes,,,,,,,,,,,,,,,,No,Yes,Yes,64-bit,SSE4.2,Yes,No,,Yes,Intel Xeon E5606 @ 2.13GHz,$71.20*,$71.20 ,2600,36.52,936,13.15,80,32.5,11-May,LGA1366,Server,11-May,5/1/2011
Legacy Intel® Xeon® Processors,Server,E5607,Launched,Q1'11,32 nm,$276.00 - $279.00,4,4,2.26 GHz,,8 MB SmartCache,4.8 GT/s QPI,80 W,No,Yes,288 GB,DDR3 800/1066 ,3,25.6 GB/s,Yes,,,,,,,,,,,,,,,,No,Yes,Yes,64-bit,SSE4.2,Yes,No,,Yes,Intel Xeon E5607 @ 2.27GHz,$69.21*,$69.21 ,2696,38.95,997,14.4,80,33.7,11-Apr,LGA1366,Server,11-Apr,4/1/2011
Legacy Intel® Xeon® Processors,Server,E5620,Launched,Q1'10,32 nm,$369.00 - $391.00,4,8,2.40 GHz,2.66 GHz,12 MB SmartCache,5.86 GT/s QPI,80 W,Yes,Yes,288 GB,DDR3 800/1066 ,3,25.6 GB/s,Yes,,,,,,,,,,,,,,,77.6°C,Yes,Yes,Yes,64-bit,SSE4.2,Yes,No,,Yes,Intel Xeon E5620 @ 2.40GHz,33.97,33.9,3570,105.08,1116,32.84,80,44.62,10-Jun,LGA1366,Server,10-Jun,6/1/2010
Legacy Intel® Xeon® Processors,Server,E5630,End of Life,Q1'10,32 nm,$551.00 - $554.00,4,8,2.53 GHz,2.80 GHz,12 MB SmartCache,5.86 GT/s QPI,80 W,No,,288 GB,DDR3 800/1066 ,3,25.6 GB/s,Yes,,,,,,,,,,,,,,,77.6°C,Yes,Yes,Yes,64-bit,SSE4.2,Yes,No,,Yes,Intel Xeon E5630 @ 2.53GHz,$35.00*,$35.00 ,3826,109.31,1203,34.36,80,47.82,10-May,LGA1366,Server,10-May,5/1/2010
Legacy Intel® Xeon® Processors,Server,E5640,End of Life,Q1'10,32 nm,$774.00 - $777.00,4,8,2.66 GHz,2.93 GHz,12 MB SmartCache,5.86 GT/s QPI,80 W,No,,288 GB,DDR3 800/1066 ,3,25.6 GB/s,Yes,,,,,,,,,,,,,,,77.6°C,Yes,Yes,Yes,64-bit,SSE4.2,Yes,No,,Yes,Intel Xeon E5640 @ 2.67GHz,$67.60*,$67.60 ,4045,59.84,1193,17.64,80,50.57,10-May,LGA1366,Server,10-May,5/1/2010
Legacy Intel® Xeon® Processors,Server,E5645,Launched,Q1'10,32 nm,$525.00 - $554.00,6,12,2.40 GHz,2.67 GHz,12 MB SmartCache,5.86 GT/s QPI,80 W,Yes,Yes,288 GB,DDR3 800/1066/1333 ,3,32 GB/s,Yes,,,,,,,,,,,,,,,76.2°C,Yes,Yes,Yes,64-bit,SSE4.2,Yes,No,,Yes,Intel Xeon E5645 @ 2.40GHz,$95.08*,$95.08 ,4686,49.29,1135,11.94,80,58.58,11-Apr,LGA1366,Server,11-Apr,4/1/2011
Legacy Intel® Xeon® Processors,Server,E5649,Launched,Q1'11,32 nm,$774.00 - $777.00,6,12,2.53 GHz,2.93 GHz,12 MB SmartCache,5.86 GT/s QPI,80 W,No,Yes,288 GB,DDR3 800/1066/1333 ,3,32 GB/s,Yes,,,,,,,,,,,,,,,76.2°C,Yes,Yes,Yes,64-bit,SSE4.2,Yes,No,,Yes,Intel Xeon E5649 @ 2.53GHz,$17.99*,$17.99 ,4651,258.53,1237,68.76,80,58.14,11-Aug,LGA1366,Server,11-Aug,8/1/2011
Intel® Xeon® Processor E7 v2 Family,Server,E7-4830V2,Launched,Q1'14,22 nm,"$2,059.00 ",10,20,2.20 GHz,2.70 GHz,20 MB,7.2 GT/s QPI,105 W,No,Yes,1.54 TB,DDR3 1066/1333/1600,4,68 GB/s,Yes,,,,,,,,,,,,3,"x4, x8, x16",32,68°C,Yes,Yes,Yes,64-bit,AVX,Yes,Yes,Yes,Yes,Intel Xeon E7- 2830 @ 2.13GHz,"$1,779.00*","$1,779.00 ",3119,1.75,860,0.48,105,29.7,18-Jan,LGA1567,Server,18-Jan,1/1/2018
Legacy Intel® Xeon® Processors,Server,E7320,End of Life,Q3'07,65 nm,N/A,4,,2.13 GHz,,4 MB L2,1066 MHz FSB,80 W,No,,,,,,,,,,,,,,,,,,,,,66°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes,Intel Xeon E7320 @ 2.13GHz,NA,0,1509,NA,779,NA,80,18.86,16-Mar,604,Server,16-Mar,3/1/2016
Intel® Xeon® Scalable Processors,Server,4114,Launched,Q3'17,14 nm,$694.00 - $704.00,10,20,2.20 GHz,3.00 GHz,13.75 MB L3,,85 W,No,Yes,768 GB,DDR4-2400,6,,Yes,,,,,,,,,,,,3,,48,78°C,Yes,Yes,Yes,,"Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",,,,Yes,Intel Xeon Gold 5118 @ 2.30GHz,"$1,049.95*","$1,049.95 ",16344,15.57,1831,1.74,105,155.66,17-Dec,FCLGA3647,Server,17-Dec,12/1/2017
Intel® Xeon® Scalable Processors,Server,5118,Launched,Q3'17,14 nm,"$1,273.00 ",12,24,2.30 GHz,3.20 GHz,16.5 MB L3,,105 W,Yes,Yes,768 GB,DDR4-2400,6,,Yes,,,,,,,,,,,,3,,48,81°C,Yes,Yes,Yes,,"Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",,,,Yes,Intel Xeon Gold 5120T @ 2.20GHz,"$1,727.00*","$1,727.00 ",18045,10.45,1825,1.06,105,171.85,18-Apr,FCLGA3647,Server,18-Apr,4/1/2018
Intel® Xeon® Scalable Processors,Server,5115,Launched,Q3'17,14 nm,"$1,221.00 ",10,20,2.40 GHz,3.20 GHz,13.75 MB L3,,85 W,No,Yes,768 GB,DDR4-2400,6,,Yes,,,,,,,,,,,,3,,48,76°C,Yes,Yes,Yes,,"Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",,,,Yes,Intel Xeon Gold 5122 @ 3.60GHz,"1,269.99",1269.9,10863,8.55,2154,1.7,105,103.46,17-Nov,FCLGA3647,Server,17-Nov,11/1/2017
Intel® Xeon® Scalable Processors,Server,5119T,Announced,Q3'17,14 nm,N/A,14,28,1.90 GHz,3.20 GHz,19.25 MB L3,,85 W,Yes,Yes,768 GB,DDR4-2400,6,,Yes,,,,,,,,,,,,3,,48,90°C,Yes,Yes,Yes,,"Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",,,,Yes,Intel Xeon Gold 6126 @ 2.60GHz,"$1,834.95*","$1,834.95 ",20151,10.98,2017,1.1,125,161.21,18-Mar,FCLGA3647,Server,18-Mar,3/1/2018
Intel® Xeon® Scalable Processors,Server,5120T,Launched,Q3'17,14 nm,"$1,727.00 ",14,28,2.20 GHz,3.20 GHz,19.25 MB L3,,105 W,Yes,Yes,768 GB,DDR4-2400,6,,Yes,,,,,,,,,,,,3,,48,89°C,Yes,Yes,Yes,,"Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",,,,Yes,Intel Xeon Gold 6128 @ 3.40GHz,"1,719.99",1719.9,14963,8.7,2246,1.31,115,130.11,17-Oct,FCLGA3647,Server,17-Oct,10/1/2017
Intel® Xeon® Scalable Processors,Server,6126,Launched,Q3'17,14 nm,"$1,776.00 ",12,24,2.60 GHz,3.70 GHz,19.25 MB L3,,125 W,Yes,Yes,768 GB,DDR4-2666,6,,Yes,,,,,,,,,,,,3,,48,86°C,Yes,Yes,Yes,,"Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",,,,Yes,Intel Xeon Gold 6130 @ 2.10GHz,"1,937.54",1937.5,19534,10.08,1858,0.96,125,156.27,17-Nov,FCLGA3647,Server,17-Nov,11/1/2017
Intel® Xeon® Scalable Processors,Server,6128,Launched,Q3'17,14 nm,$1691.00 - $1697.00,6,12,3.40 GHz,3.70 GHz,19.25 MB L3,,115 W,No,Yes,768 GB,DDR4-2666,6,,Yes,,,,,,,,,,,,3,,48,74°C,Yes,Yes,Yes,,"Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",,,,Yes,Intel Xeon Gold 6132 @ 2.60GHz,"$2,169.95*","$2,169.95 ",23774,10.96,2243,1.03,140,169.82,18-Apr,FCLGA3647,Server,18-Apr,4/1/2018
Intel® Xeon® Scalable Processors,Server,6130F,Launched,Q3'17,14 nm,"$2,049.00 ",16,32,2.10 GHz,3.70 GHz,22 MB L3,,135 W,No,Yes,768 GB,DDR4-2666,6,,Yes,,,,,,,,,,,,3,,48,87°C,Yes,Yes,Yes,,"Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",,,,Yes,Intel Xeon Gold 6134 @ 3.20GHz,"$2,251.24*","$2,251.24 ",16687,7.41,2247,1,130,128.36,17-Apr,FCLGA3647,Server,17-Apr,4/1/2017
Intel® Xeon® Scalable Processors,Server,6130T,Launched,Q3'17,14 nm,"$1,988.00 ",16,32,2.10 GHz,3.70 GHz,22 MB L3,,125 W,Yes,Yes,768 GB,DDR4-2666,6,,Yes,,,,,,,,,,,,3,,48,92°C,Yes,Yes,Yes,,"Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",,,,Yes,Intel Xeon Gold 6136 @ 3.00GHz,"$2,654.82*","$2,654.82 ",22156,8.35,2191,0.83,150,147.71,17-Aug,FCLGA3647,Server,17-Aug,8/1/2017
Intel® Xeon® Scalable Processors,Server,6132,Launched,Q3'17,14 nm,"$2,111.00 ",14,28,2.60 GHz,3.70 GHz,19.25 MB L3,,140 W,No,Yes,768 GB,DDR4-2666,6,,Yes,,,,,,,,,,,,3,,48,86°C,Yes,Yes,Yes,,"Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",,,,Yes,Intel Xeon Gold 6138 @ 2.00GHz,"2,609.49",2609.4,25279,9.69,2223,0.85,125,202.23,17-Nov,FCLGA3647,Server,17-Nov,11/1/2017
Intel® Xeon® Scalable Processors,Server,6134,Launched,Q3'17,14 nm,$2214.00 - $2220.00,8,16,3.20 GHz,3.70 GHz,24.75 MB L3,,130 W,No,Yes,768 GB,DDR4-2666,6,,Yes,,,,,,,,,,,,3,,48,79°C,Yes,Yes,Yes,,"Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",,,,Yes,Intel Xeon Gold 6138T @ 2.00GHz,"$2,742.00*","$2,742.00 ",24800,9.04,2050,0.75,125,198.4,20-Apr,FCLGA3647,Server,20-Apr,4/1/2020
Intel® Xeon® Scalable Processors,Server,6136,Launched,Q3'17,14 nm,"$2,460.00 ",12,24,3.00 GHz,3.70 GHz,24.75 MB L3,,150 W,No,Yes,768 GB,DDR4-2666,6,,Yes,,,,,,,,,,,,3,,48,85°C,Yes,Yes,Yes,,"Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",,,,Yes,Intel Xeon Gold 6140 @ 2.30GHz,"2,863.75",2863.7,23831,8.32,1838,0.64,140,170.22,17-Nov,FCLGA3647,Server,17-Nov,11/1/2017
